product_clean,meddra_pt,crude_ror,adjusted_or,adj_or_lower,adj_or_upper,adj_p_value,adj_significant,or_ratio,direction_change,magnitude_change
LACTAID FAST ACT,Vomiting,34.0153096591472,25.19640518424,11.823231904279,60.0863118760488,3.11960919155237e-15,TRUE,0.74073719853567,Consistent direction,Moderate (20-50% change)
"ONE A DAY MEN'S HEALTH FORMULA (MULTIVITAMINS, MINERALS, LYCOPENE) FILM-COATED TABLET",Foreign Body Trauma,20.8069899569584,66.2883783926517,36.2351941738123,119.976025319931,3.16144316625581e-43,TRUE,3.18587063913506,Consistent direction,Substantial (>50% change)
SUPER BETA PROSTATE,Urinary Tract Infection,4.35419120150755,6.27989318154202,3.52603174820204,10.7016240520042,6.76395676211843e-11,TRUE,1.44226399138553,Consistent direction,Moderate (20-50% change)
SUPER BETA VIRILITY BOOST,Blood Urine Present,20.6267658830825,6.0803502271255,2.9716386266079,11.3810157318715,1.03821824902653e-07,TRUE,0.294779620886299,Consistent direction,Substantial (>50% change)
CENTRUM SILVER WOMEN 50+,Choking,3.68722006979364,2.05677912847437,1.05585374993688,3.86550356185599,0.0281093559848157,TRUE,0.557812956520785,Consistent direction,Substantial (>50% change)
"CENTRUM SILVER WOMEN'S 50+(MULTIMINERALS, MULTIVITAMINS) TABLET",Choking,16.8491253095734,10.0135260351362,3.99700366078792,28.8239210243076,3.31015402258231e-06,TRUE,0.594305392781824,Consistent direction,Substantial (>50% change)
CITRACAL MAXIMUM PLUS,Choking,11.7419558706345,6.63033803222312,2.83270958857933,16.788894017351,2.35023959640132e-05,TRUE,0.564670665200247,Consistent direction,Substantial (>50% change)
HYDROXYCUT HARDCORE CAPSULES,Rhabdomyolysis,58.6721113127647,12.657637469332,6.68469673494311,22.6690485198498,2.41262186203054e-16,TRUE,0.215735162517975,Consistent direction,Substantial (>50% change)
SUPER BETA PROSTATE,Rectal Haemorrhage,4.06975764783872,4.18787978164409,2.35986358843519,7.03428946689312,2.31580501610077e-07,TRUE,1.02902436558307,Consistent direction,Minimal (<20% change)
"CALTRATE 600 + VITAMIN D (CALCIUM CARBONATE, CHOLECALCIFEROL) TABLET",Choking,2.93639394350412,1.20588547524179,0.530796489247407,2.49671906693229,0.63125875210821,FALSE,0.410668833420477,Consistent direction,Substantial (>50% change)
CENTRUM SILVER ULTRA WOMENS MULTIMINERALS MULTIVITAMINS TABLET,Foreign Body Trauma,12.4975057810974,7.21222992956018,4.13592404063809,12.0513777002313,3.24547219597835e-13,TRUE,0.577093546175329,Consistent direction,Substantial (>50% change)
HYDROXYCUT REGULAR RAPID RELEASE CAPLETS,Myalgia,12.4674902645361,2.6430869924758,1.1094066866121,5.30732409350878,0.013480743434088,TRUE,0.211998320142594,Consistent direction,Substantial (>50% change)
SUPER BETA PROSTATE,Prostatomegaly,25.7546297003877,6.44529267637585,3.25031191547768,12.2400123660355,2.78657106422753e-08,TRUE,0.25025763334034,Consistent direction,Substantial (>50% change)
